지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
8510,2009-08-06,,단성,,,35.2652,127.9532,79.1,,,,
8511,2009-08-06,,신안,,,35.304,127.9735,68.9,,,,
8512,2002-04-15,,PONTA DELGADA/NORDELA (ACORES),,,37.7333,-25.7,71,,,,
8512,2009-08-06,,생비량,,,35.3449,128.0452,64.7,,,,
8513,2009-08-06,,신등,,,35.384,128.0044,84.9,,,,
8530,2011-02-15,,가흥,,,35.3969,127.663,299.3,,,,
8531,2011-02-15,,당본,,,35.6287,127.8113,197.6,,,,
8532,2011-02-15,,대남,,,35.6834,127.6859,471.9,,,,
8537,2011-02-15,,목현,,,35.4807,127.7502,190.3,,,,
8538,2011-02-15,,송계,,,35.6476,127.6954,359.8,,,,
8539,2011-02-15,,송평,,,35.5285,127.6821,220.3,,,,
8540,2011-02-15,,운림,,,35.5206,127.7252,170.7,,,,
8541,2011-02-15,,평촌,,,35.5662,127.7742,202,,,,
8542,2011-02-15,,평정,,,35.5517,127.6356,312.21,,,,
8543,2011-02-15,,화산,,,35.5694,127.8145,218.3,,,,
8544,2011-02-15,,화촌,,,35.452,127.7799,172.9,,,,
8556,2009-08-06,,과정,,,35.5678,127.9252,316.4,,,,
8557,2009-08-06,,노현,,,35.8054,127.9177,607.8,,,,
8558,2009-08-06,,농산,,,35.8148,127.8714,338.9,,,,
8559,2009-08-06,,도평,,,35.7497,127.9132,237.9,,,,
8560,2009-08-06,,마상,,,35.711,128.0146,281.8,,,,
8561,2009-08-06,,말흘,,,35.7012,127.8547,234.7,,,,
8562,2009-08-06,,무릉,,,35.6676,127.9438,193.5,,,,
8563,2009-08-06,,무촌,,,35.6432,127.9102,202.1,,,,
8565,2009-08-06,,우혜,,,35.7628,127.9932,370.1,,,,
8566,2009-08-06,,장기,,,35.7501,127.8328,281.3,,,,
8576,2018-09-12,,무전동,,,34.8572,128.4324,8,,,,
8577,2018-09-12,,내일동,,,35.4937,128.7542,18.1,,,,
8579,2002-04-15,,리스본,,,38.7667,-9.1333,104,,,,
8580,2018-09-12,,황매산,,,35.4816,127.9819,802.44,,,,
8580,2014-07-03,2015-09-15,황매산,,,,,,,,,
8581,2010-01-01,,합천,,,35.561,128.1524,36.9,,,,
8582,2010-01-01,,김봉,,,35.6261,128.0418,194.8,,,,
8583,2002-04-15,,MINDELO,,,16.8833,-25,62,,,,
8583,2010-01-01,,산제,,,35.6585,128.1133,186.7,,,,
8584,2010-01-01,,야천,,,35.7627,128.1395,228.1,,,,
8585,2010-01-01,,구정,,,35.7053,128.1677,136.7,,,,
8586,2010-01-01,,영전,,,35.5723,128.218,35.4,,,,
8587,2010-01-01,,초계,,,35.5565,128.2674,17.89,,,,
8588,2010-01-01,,성산,,,35.5759,128.2822,21.5,,,,
8589,2010-01-01,,율지,,,35.6151,128.3592,18.9,,,,
8590,2010-01-01,,두곡,,,35.542,128.3481,11.58,,,,
8591,2010-01-01,,상부,,,35.5476,128.2786,21.2,,,,
8592,2010-01-01,,덕정,,,35.5166,128.1746,45.7,,,,
8593,2010-01-01,,평구,,,35.4416,128.1455,101.5,,,,
8594,2010-01-01,,금리,,,35.4144,128.1219,87.67,,,,
8595,2010-01-01,,덕촌,,,35.4352,128.0337,111.23,,,,
8596,2010-01-01,,회양,,,35.5212,128.0142,247.9,,,,
8597,2010-01-01,,용지,,,35.5407,128.1134,60.1,,,,
8700,2011-11-01,,부산시(강서구),,,35.2094,128.9613,3,,,,
8701,2011-11-01,,거제시(거제면),,,34.8549,128.5783,41,,,,
8702,2011-11-01,,고성군(고성읍),,,34.9901,128.3309,20,,,,
8703,2011-11-01,,김해시(전하동),,,35.2129,128.8705,5,,,,
8705,2017-11-15,,밀양시(산내면),,,35.3541,128.5717,258,,,,
8706,2011-11-01,,밀양시(상남면),,,35.4466,128.7565,7,,,,
8707,2011-11-01,,사천시(용현면),,,35.0376,128.0672,188,,,,
8710,2011-11-01,,창녕군(대지면),,,35.5507,128.4779,36,,,,
8711,2011-11-01,,창원시(대산면),,,35.3426,128.7078,5,,,,
8712,2011-11-01,,통영시(광도면),,,34.9039,128.4054,42,,,,
8716,2011-11-01,,진주시(초전동),,,35.2054,128.117,23,,,,
8717,2014-07-03,,거창군(거창읍),,,35.6779,127.9226,194,,,,
8718,2014-07-03,,합천군(합천리),,,35.5515,128.1124,49,,,,
8720,2015-09-15,,남해군(이동면),,,34.8161,127.9256,46,,,,
8722,2016-08-31,,거창군(동변리),,,35.4253,127.5357,288,,,,
8801,2011-11-01,,대암댐,,,35.5454,129.1833,54.97,,,,
8802,2011-11-01,,사연댐,,,35.5778,129.1963,33.93,,,,
8803,2011-11-01,,대곡댐(하),,,35.6187,129.169,88.89,,,,
8806,2011-11-01,,연초댐,,,34.9398,128.6668,296,,,,
8807,2011-11-01,,구천댐,,,34.8474,128.6476,189,,,,
8808,2011-11-01,,합천,,,35.5575,128.1614,36.95,,,,
8809,2011-11-01,,삼가,,,35.4139,128.1175,88,,,,
8810,2011-11-01,,함양,,,35.5136,127.7314,161,,,,
8811,2011-11-01,,임천,,,35.4644,127.7911,135,,,,
8812,2011-11-01,,안의,,,35.6275,127.8153,194,,,,
8813,2011-11-01,,서하,,,35.6375,127.6814,460,,,,
8814,2011-11-01,,마천,,,35.4017,127.6828,268,,,,
8815,2011-11-01,,청암,,,35.2008,127.8436,248,,,,
8816,2011-11-01,,창촌(남강),,,35.1783,127.9203,56,,,,
8818,2011-11-01,,진주,,,35.1903,128.0867,27,,,,
8819,2011-11-01,,수곡,,,35.2356,127.9283,153,,,,
8822,2006-03-23,,선리,,,35.5184,129.0029,300,,,,
8823,2011-11-01,,차황,,,35.4917,127.9322,375,,,,
8824,2011-11-01,,신안,,,35.32,127.9958,57,,,,
8825,2011-11-01,,시천,,,35.2839,127.7239,673,,,,
8826,2011-11-01,,삼장,,,35.3147,127.7864,617,,,,
8827,2011-11-01,,산청,,,35.4178,127.8744,94,,,,
8828,2011-11-01,,태수,,,35.27,127.8925,96,,,,
8829,2014-07-03,,구평,,,35.5542,127.8625,413,,,,
8830,2014-07-03,,재약산,,,35.5645,129.0148,400,,,,
8831,2014-07-03,,대곡댐(상),,,35.6569,129.1963,130.32,,,,
8833,2011-11-01,,밀양댐,,,35.4855,128.9295,150,,,,
8835,2011-11-01,,웅양,,,35.8111,127.9082,374.81,,,,
8836,2011-11-01,,청연,,,35.603,127.9137,584.87,,,,
8837,2011-11-01,,북상,,,35.7723,127.8102,346.85,,,,
8838,2011-11-01,,거창1,,,35.6831,127.8978,202.42,,,,
8839,2011-11-01,,지산,,,35.6646,128.0154,239.24,,,,
8840,2011-11-01,,가북,,,35.7617,127.9895,404.03,,,,
8841,2011-11-01,,신등,,,35.4089,127.9908,223,,,,
8870,2011-11-01,,장전동,,,35.2358,129.0689,4,,,,
8871,2011-11-01,,정관면,,,35.36,129.1387,4,,,,
8872,2011-11-01,,대연동,,,35.1295,129.0863,4,,,,
8873,2011-11-01,,당감동,,,35.1579,129.0479,4,,,,
8874,2011-11-01,,태종대,,,35.0619,129.0825,2,,,,
8875,2011-11-01,,저구리,,,34.7101,128.5873,5,,,,
8876,2011-11-01,,남상면,,,35.6432,127.9102,4,,,,
8877,2011-11-01,,대산면,,,35.3354,128.7083,7,,,,
8878,2014-07-03,,하동읍,,,35.0672,127.7512,16,,,,
8879,2015-01-07,,신정동,,,35.5347,129.3078,1,,,,
8879,2006-03-23,2006-03-23,진목교,,,,,,,,,
8880,2015-01-07,,명서동,,,35.2434,128.6418,1,,,,
8885,2018-09-06,,울주군(서생면),,,35.3639,129.3026,65,,,,
8886,2018-09-06,,사천시(송포동),,,34.9652,128.051,76,,,,
8890,2018-06-29,,고산자봉,,,34.8571,128.6188,370,,,,
8891,2013-01-01,,형제봉,,,35.2055,127.6847,1091.9,,,,
8892,2013-01-01,,묵계재,,,35.2299,127.7511,680.17,,,,
8893,2013-01-01,,왕등재,,,35.4014,127.781,587.74,,,,
8894,2013-01-01,,법화산,,,35.4543,127.7132,688.06,,,,
8895,2013-01-01,,향로봉,,,34.9686,128.1666,372.45,,,,
8896,2013-01-01,,단지봉,,,35.7999,127.9887,781.88,,,,
8897,2013-01-01,,대기봉,,,34.7483,128.0225,278.76,,,,
8898,2013-01-01,,영취산병봉,,,35.4787,128.5728,774.13,,,,
8899,2013-01-01,,영취산시살등,,,35.4768,129.002,757,,,,
8900,2013-01-01,,능동산,,,35.5776,129.0083,935.06,,,,
8901,2013-01-01,,천주산,,,35.2747,128.5899,501.09,,,,
8902,2013-01-01,,실봉산,,,35.1266,128.0677,100.06,,,,
8903,2013-01-01,,둔철산,,,35.3821,127.9755,520.32,,,,
8904,2013-01-01,,한우산,,,35.4069,128.2088,698.51,,,,
8905,2013-01-01,,불모산,,,35.2052,128.7648,481.91,,,,
8906,2018-06-29,,거창 월봉산,,,35.7404,127.7216,890,,,,
8907,2018-06-29,,금원산,,,35.7124,127.802,855,,,,
8908,2018-06-29,,산청 황매산,,,35.4799,127.9754,907,,,,
8909,2018-06-29,,의령 장등산,,,35.4583,128.2773,330,,,,
8911,2015-01-15,,천성산,,,35.4201,129.0872,441.66,,,,
8912,2015-01-15,,백운산,,,35.6716,129.1241,508.6,,,,
8913,2015-01-15,,대운산,,,35.4076,129.2037,548.81,,,,
8914,2015-01-15,,양달산,,,35.2429,129.1882,293.39,,,,
8915,2015-01-15,,백양산,,,35.183,129.0244,582.46,,,,
8916,2015-01-15,,월아산,,,35.2051,128.1703,164.3,,,,
8917,2018-06-29,,창원 평지산,,,35.1618,128.4532,510,,,,
8918,2018-10-01,,함양 삼봉산,,,35.462,127.683,585,,,,
8920,2010-11-15,,조개골,,,35.3709,127.7526,913,,,,
8921,2010-11-15,,치밭목,,,35.3483,127.7505,1425,,,,
8922,2010-11-15,,작은새재골,,,35.2978,127.6666,643,,,,
8923,2010-11-15,,벽소령,,,35.3263,127.6429,1328,,,,
8924,2010-11-15,,선녀탕,,,35.3692,127.6982,660,,,,
8925,2010-11-15,,장터목,,,35.3324,127.7163,1640,,,,
8926,2014-07-03,,상주금산,,,34.7538,127.992,670,,,,
8927,2014-07-03,,학동,,,34.7765,128.6413,10,,,,
8928,2015-03-23,,하동,,,35.2782,127.6526,247,,,,
8929,2016-03-10,,마장마을,,,35.7893,128.0467,854,,,,
8930,2016-03-10,,가야산중봉,,,35.8196,128.116,1175,,,,
8931,2016-03-10,,오봉산중턱,,,35.777,128.0926,650,,,,
8932,2016-03-10,,상왕봉,,,35.8194,128.1161,1142,,,,
8934,2016-03-10,,세석,,,35.3183,127.6935,1550,,,,
8935,2016-03-10,,명선봉,,,35.3287,127.6134,1586,,,,
8936,2016-03-10,,산동1,,,35.3327,127.5158,721,,,,
8937,2016-03-10,,산동2,,,35.3324,127.5093,751,,,,
8938,2016-03-10,,피아골대피소,,,35.286,127.5561,793,,,,
8966,2016-03-18,,환경관리센터,,,35.727,129.4721,100,,,,
8971,2011-11-01,,기장,,,35.331,129.2955,105,,,,
8972,2011-11-01,,울산,,,35.4982,129.3777,20,,,,
8973,2011-11-01,,울주,,,35.4782,129.331,64,,,,
8975,2011-11-01,,김해,,,35.2396,128.7888,73,,,,
8976,2011-11-01,,진영,,,35.2918,128.6897,35,,,,
8978,2011-11-01,,마산,,,35.2535,128.5022,50,,,,
8979,2011-11-01,,사천,,,34.9552,128.1075,56,,,,
8980,2011-11-01,,진주,,,35.1963,127.9891,127,,,,
8983,2011-11-01,,산청,,,35.2558,127.8796,68,,,,
8984,2015-09-15,,고리원자력,,,35.1991,129.1721,8,,,,
8984,2011-11-01,2015-06-30,고리원자력,,,35.3139,129.244,,,,,
8986,2015-09-15,,새울원자력,,,35.3326,129.304,12,,,,
8986,2012-09-20,2015-06-30,신고리,,,35.3327,129.3041,,,,,
9101,2009-08-06,,신제주,,,33.4889,126.5005,239,,,,
9102,2009-08-06,,고산2리,,,33.302,126.1891,166,,,,
9103,2009-08-06,,금악,,,33.3575,126.2963,354,,,,
9104,2009-08-06,,행원,,,33.5593,126.8186,145,,,,
9105,2009-08-06,,노루생태공원,,,33.4451,126.6256,633,,,,
9106,2009-08-06,,노형,,,33.4439,126.4857,430,,,,
9107,2009-08-06,,제주시청,,,33.4995,126.5311,204,,,,
9108,2009-08-06,,어승생,,,33.4147,126.4857,736,,,,
9109,2009-08-06,,교래,,,33.4179,126.6954,510,,,,
9110,2009-08-06,,청수,,,33.3181,126.2475,245,,,,
9111,2009-08-06,,덕천,,,33.5051,126.7712,267,,,,
9112,2009-08-06,,애월,,,33.4624,126.3295,170,,,,
9113,2009-08-06,,항파두리,,,33.4523,126.4085,305,,,,
9114,2009-08-06,,어음1리,,,33.417,126.3305,266,,,,
9115,2009-08-06,,삼양,,,33.5253,126.5854,143,,,,
9116,2009-08-06,,송당,,,33.4721,126.7831,338,,,,
9117,2009-08-06,,조천,,,33.5344,126.6342,147,,,,
9118,2009-08-06,,신창,,,33.3501,126.1841,154,,,,
9119,2009-08-06,,만장굴,,,33.534,126.7714,210,,,,
9120,2009-08-06,,오등동,,,33.4756,126.5269,282,,,,
9121,2009-08-06,,금성,,,33.4422,126.3006,149,,,,
9122,2009-08-06,,관음사,,,33.4265,126.5528,715,,,,
9123,2010-01-01,,대흘,,,33.5141,126.6713,212,,,,
9124,2009-08-06,,생태숲,,,33.4307,126.5942,705,,,,
9125,2009-08-06,,용담2동,,,33.5115,126.5117,170,,,,
9126,2009-08-06,,도두동,,,33.5029,126.4683,149,,,,
9127,2009-08-06,,종달,,,33.4927,126.9005,143,,,,
9128,2009-08-06,,협재,,,33.3976,126.2459,148,,,,
9129,2009-08-06,,하귀,,,33.486,126.4101,151,,,,
9130,2009-08-06,,산양,,,33.3086,126.2404,240,,,,
9131,2009-08-06,,상대,,,33.4078,126.2939,212,,,,
9132,2015-02-23,,별빛공원,,,33.4448,126.5492,535,,,,
9133,2015-02-23,,영실,,,33.3401,126.4805,410,,,,
9134,2015-02-23,,서귀포수련원,,,33.3081,126.5592,621,,,,
9135,2015-02-23,,돌문화공원,,,33.4488,126.6593,580,,,,
9136,2015-02-23,,월령,,,33.3759,126.2156,149,,,,
9137,2015-02-23,,동복,,,33.5528,126.7117,149,,,,
9138,2015-02-23,,광령1리,,,33.4605,126.4393,304,,,,
9139,2015-02-23,,봉개,,,33.4917,126.5948,292,,,,
9140,2015-02-23,,와산,,,33.4916,126.682,303,,,,
9141,2015-02-23,,온평,,,33.4081,126.9001,153,,,,
9142,2015-02-23,,수망,,,33.3285,126.7137,302,,,,
9143,2015-02-23,,삼달1리,,,33.3742,126.8473,201,,,,
9144,2015-02-23,,상창,,,33.2723,126.366,328,,,,
9301,2009-08-06,,성읍1리,,,33.3899,126.7977,272,,,,
9302,2009-08-06,,색달,,,33.3075,126.419,663,,,,
9303,2009-08-06,,효돈,,,33.2634,126.6156,186,,,,
9304,2009-08-06,,돈내코,,,33.3003,126.5847,392,,,,
9305,2009-08-06,,난산,,,33.4092,126.8283,331,,,,
9306,2009-08-06,,화순(안덕),,,33.2497,126.3371,147,,,,
9307,2009-08-06,,상천,,,33.3069,126.3806,510,,,,
9308,2009-08-06,,하례,,,33.2882,126.607,285,,,,
9309,2009-08-06,,구억,,,33.2744,126.2802,216,,,,
9310,2009-08-06,,동광,,,33.3076,126.3399,426,,,,
9311,2009-08-06,,성읍2리,,,33.4132,126.772,336,,,,
9312,2009-08-06,,토산1리,,,33.3265,126.7658,228,,,,
9313,2009-08-06,,수산1리,,,33.4459,126.883,185,,,,
9314,2009-08-06,,신도1리,,,33.2784,126.1918,177,,,,
9315,2009-08-06,,대정(모슬포),,,33.2269,126.2522,160,,,,
9316,2009-08-06,,성산(고성리),,,33.4422,126.911,153,,,,
9317,2009-08-06,,천백고지,,,33.3579,126.4624,1021,,,,
9322,2018-07-16,,윗세오름,,,33.3623,126.5181,1668,,,,
9323,2018-07-16,,진달래밭,,,33.3697,126.5557,1489,,,,
9324,2018-07-16,,첨단로(영평),,,33.2644,126.3417,410,,,,
9325,2018-07-16,,버으내교차로,,,33.2848,126.373,234,,,,
9326,2018-07-16,,덕흥사(애조로),,,33.2743,126.3229,239,,,,
9401,2011-02-15,,이도동,,,33.5,126.5319,65,,,,
9402,2011-02-15,,동홍동,,,33.2512,126.567,50,,,,
9403,2011-02-15,,연동,,,33.4889,126.5005,101,,,,
9404,2018-09-11,,성산읍,,,33.46,126.9097,8,,,,
9405,2019-04-08,,대정읍,,,33.2515,126.5669,8,,,,
9427,2016-05-09,,재원목장,,,33.4305,126.7468,270,,,,
9428,2016-05-09,,평대,,,33.4926,126.811,130,,,,
9429,2016-05-09,,금악,,,33.3449,126.3235,250,,,,
9430,2016-05-09,,아라,,,33.4488,126.5543,350,,,,
9431,2016-05-09,,삼다수,,,33.4215,126.6768,430,,,,
9432,2016-05-09,,연동,,,33.477,126.5,130,,,,
9433,2016-05-09,,광령,,,33.4574,126.443,170,,,,
9434,2016-05-09,,상모,,,33.231,126.2621,30,,,,
9435,2016-05-09,,토평,,,33.2826,126.5897,200,,,,
9436,2016-05-09,,하원(영실),,,33.3401,126.4805,700,,,,
9437,2016-05-09,,용강,,,33.4297,126.5976,580,,,,
9438,2016-05-09,,해안,,,33.3972,126.4762,850,,,,
9439,2016-05-09,,봉개,,,33.4399,126.6304,600,,,,
9440,2016-05-09,,오등,,,33.4228,126.5522,580,,,,
9441,2016-05-09,,교래(성판악),,,33.3852,126.6201,750,,,,
9442,2016-05-09,,대흘,,,33.4698,126.6606,330,,,,
9443,2016-05-09,,큰물교,,,33.4766,126.7807,170,,,,
9444,2016-06-28,,성읍,,,33.3821,126.7923,150,,,,
9445,2016-06-28,,하원,,,33.2908,126.4608,430,,,,
9446,2016-06-28,,하례,,,33.3167,126.5972,280,,,,
9447,2016-06-28,,동광,,,33.3236,126.352,400,,,,
9448,2016-06-28,,수망,,,33.3512,126.6977,250,,,,
9449,2016-06-28,,상효,,,33.3024,126.5762,330,,,,
9700,2011-11-01,,서귀포(하례리),,,33.2883,126.6079,164,,,,
9701,2011-11-01,,제주시(월각로),,,33.3769,126.3298,306,,,,
9702,2011-11-01,,제주시(상귀길),,,33.4594,126.4039,126,,,,
9703,2011-11-01,,제주시(한림읍),,,33.3532,126.2486,75,,,,
9705,2014-07-03,,제주시(김녕리),,,33.5502,126.7506,16,,,,
9706,2016-08-31,,제주시(애월읍),,,33.4477,126.4123,199.1,,,,
9707,2016-08-31,,제주시(한동리),,,33.5348,126.8323,72.4,,,,
9708,2016-08-31,,제주시(덕천리),,,33.5029,126.7798,130.2,,,,
9709,2016-08-31,,서귀포(중문동),,,33.3536,126.2484,163.8,,,,
9710,2016-08-31,,서귀포(감산리),,,33.2611,126.355,125.4,,,,
9711,2017-03-08,,제주시(조천읍),,,33.5283,126.6252,37.6,,,,
9712,2017-03-08,,서귀포(남원읍),,,33.3023,126.6121,193,,,,
9713,2017-03-08,,서귀포(성산읍),,,33.4347,126.8974,50,,,,
9714,2017-03-08,,서귀포(표선면),,,33.3338,126.7783,102,,,,
9715,2017-03-08,,서귀포(창천리),,,33.2653,126.3674,162,,,,
9716,2017-03-08,,서귀포(하원동),,,33.256,126.4576,112,,,,
9717,2017-03-08,,서귀포(덕수리),,,33.2547,126.3006,67,,,,
9718,2017-03-08,,서귀포(대정읍),,,33.274,126.2277,49,,,,
9719,2017-03-08,,서귀포(신엄리),,,33.4589,126.3691,105,,,,
9720,2017-03-08,,서귀포(신효동),,,33.2698,126.6133,75,,,,
9721,2017-03-08,,서귀포(금악리),,,33.3625,126.2917,200,,,,
9722,2017-03-08,,제주시(구좌읍),,,33.5032,126.7711,126,,,,
9723,2017-03-08,,제주시(오등동),,,33.4659,126.5391,208,,,,
9724,2017-03-08,,서귀포(신흥리),,,33.3061,126.7455,45,,,,
9725,2017-11-15,,제주시(세화리),,,33.5108,126.8436,36,,,,
9910,2016-03-07,,노루오름,,,33.3758,126.4464,933,,,,
9911,2016-03-07,,사려니숲,,,33.4118,126.6464,560,,,,
9912,2016-03-07,,서귀포시험림,,,33.3064,126.5446,620,,,,
9913,2016-03-07,,난대림연구소,,,33.3572,126.6444,450,,,,
9914,2018-06-29,,들위오름,,,33.4252,126.5446,550,,,,
9970,2011-11-01,,제주,,,33.5346,126.5985,10,,,,
9971,2011-11-01,,구좌,,,33.4708,126.7394,10,,,,
9972,2011-11-01,,안덕,,,33.3413,126.3747,10,,,,
10020,2002-04-15,,LIST/SYLT,,,55.0167,8.4167,26,,,,
10022,2002-04-15,,LECK,,,54.8,8.95,7,,,,
10028,2002-04-15,,ST PETER-ORDING,,,54.3333,8.6,5,,,,
10035,2002-04-15,,SCHLESWIG,,,54.5333,9.55,43,,,,
10042,2002-04-15,,OLPENITZ,,,54.6667,10.0333,4,,,,
10046,2002-04-15,,키일,,,54.3833,10.15,31,,,,
10055,2002-04-15,,WESTERMARKELSDORF,,,54.5333,11.0667,3,,,,
10093,2002-04-15,,PUTBUS,,,54.3667,13.4833,40,,,,
10129,2002-04-15,,BREMERHAVEN,,,53.5333,8.5833,7,,,,
10130,2002-04-15,,ELPERSBUETTEL,,,54.0667,9.0167,3,,,,
10131,2002-04-15,,CUXHAVEN,,,53.8667,8.7,5,,,,
10139,2002-04-15,,BREMERVOERDE,,,53.5,9.1667,3,,,,
10142,2002-04-15,,ITZEHOE,,,54,9.5833,25,,,,
10146,2002-04-15,,QUICKBORN,,,53.7333,9.8833,13,,,,
10147,2002-04-15,,함부르크,,,53.6333,9.9833,16,,,,
10150,2002-04-15,,DORNICK,,,54.1667,10.35,26,,,,
10152,2002-04-15,,PELZERHAKEN,,,54.0833,10.8833,1,,,,
10156,2002-04-15,,LUEBECK-BLANKENSEE,,,53.8167,10.7,14,,,,
10161,2002-04-15,,BOLTENHAGEN,,,54,11.2,15,,,,
10162,2002-04-15,,SCHWERIN,,,53.65,11.3833,59,,,,
10168,2002-04-15,,GOLDBERG,,,53.6,12.1,58,,,,
10180,2002-04-15,,BARTH,,,54.3333,12.7167,7,,,,
10184,2002-04-15,,GREIFSWALD,,,54.1,13.4,2,,,,
10193,2002-04-15,,UECKERMUENDE,,,53.75,14.0667,1,,,,
10200,2002-04-15,,EMDEN-FLUGPLATZ,,,52.3833,7.2333,0,,,,
10224,2002-04-15,,브레멘,,,53.05,8.8,3,,,,
10235,2002-04-15,,SOLTAU,,,53,9.8333,77,,,,
10249,2002-04-15,,BOIZENBURG,,,53.4,10.6833,45,,,,
10253,2002-04-15,,LUECHOW,,,52.9667,11.1333,17,,,,
10261,2002-04-15,,SEEHAUSEN,,,52.9,11.7333,21,,,,
10264,2002-04-15,,MARNITZ,,,53.3167,11.9333,81,,,,
10267,2002-04-15,,KYRITZ,,,52.9333,12.4167,40,,,,
10268,2002-04-15,,WAREN,,,53.5167,12.6667,70,,,,
10281,2002-04-15,,TROLLENHAGEN,,,53.6,13.3167,71,,,,
10282,2007-01-01,,FELDBERG/MECKLENBURG,,,53.3167,13.4167,115,,,,
10289,2002-04-15,,GRUENOW,,,53.3167,13.9333,55,,,,
10291,2002-04-15,,ANGERMUENDE,,,53.0333,14,56,,,,
10309,2007-01-01,,AHAUS,,,52.0833,6.95,47,,,,
10315,2002-04-15,,MUENSTER/OSNABRUECK,,,52.1333,7.7,48,,,,
10321,2002-04-15,,DIEPHOLZ,,,52.5833,8.35,39,,,,
10325,2002-04-15,,BAD SALZUFLEN,,,52.1,8.75,135,,,,
10338,2002-04-15,,하노버,,,52.4667,9.6833,56,,,,
10348,2002-04-15,,BRAUNSCHWEIG,,,52.3,10.45,81,,,,
10356,2002-04-15,,UMMENDORF,,,52.1667,11.1833,162,,,,
10359,2002-04-15,,GARDELEGEN,,,52.5167,11.4,47,,,,
10361,2002-04-15,,MAGDEBURG,,,52.1333,11.6,79,,,,
10365,2002-04-15,,GENTHIN,,,52.3833,12.1667,35,,,,
10368,2002-04-15,,WIESENBURG,,,52.1167,12.4667,187,,,,
10376,2002-04-15,,BARUTH,,,52.05,13.5,56,,,,
10379,2002-04-15,,포츠담,,,52.3833,13.0667,81,,,,
10382,2002-04-15,,BERLIN-TEGEL,,,52.5667,13.3167,37,,,,
10384,2002-04-15,,베를린,,,52.4667,13.4,50,,,,
10385,2002-04-15,,BERLIN-SCHOENEFELD,,,52.3833,13.5167,47,,,,
10393,2002-04-15,,LINDENBERG,,,52.2167,14.1167,98,,,,
10396,2002-04-15,,MANSCHNOW,,,52.55,14.55,12,,,,
10400,2002-04-15,,뒤셀도르프,,,51.3,6.7667,45,,,,
10410,2002-04-15,,에쎈,,,51.4,6.9667,153,,,,
10418,2002-04-15,,LUEDENSCHEID,,,51.25,7.65,387,,,,
10427,2002-04-15,,KAHLER ASTEN,,,51.1833,8.4833,839,,,,
10430,2002-04-15,,BAD LIPPSPRINGE,,,51.7833,8.8333,157,,,,
10433,2002-04-15,,LUEDGE-PAENBRUCH,,,51.8667,9.2667,258,,,,
10435,2002-04-15,,WARBURG,,,51.5,9.1167,235,,,,
10442,2002-04-15,,ALFELD,,,51.9667,9.8,148,,,,
10444,2002-04-15,,괴팅겐,,,51.5,9.95,167,,,,
10449,2002-04-15,,LEINEFELDE,,,51.4,10.3167,356,,,,
10452,2002-04-15,,BRAUNLAGE,,,51.7333,10.6,607,,,,
10453,2002-04-15,,BROCKEN,,,51.8,10.6167,1142,,,,
10454,2002-04-15,,WERNIGERODE,,,51.85,10.7667,234,,,,
10458,2002-04-15,,HARZGERODE,,,51.65,11.1333,404,,,,
10460,2002-04-15,,ARTERN,,,51.3833,11.3,164,,,,
10469,2002-04-15,,라이프찌히,,,51.4167,12.2333,144,,,,
10471,2002-04-15,,LEIPZIG,,,51.3167,12.4167,141,,,,
10474,2002-04-15,,WITTENBERG,,,51.8833,12.65,105,,,,
10480,2002-04-15,,OSCHATZ,,,51.3,13.1,150,,,,
10488,2002-04-15,,드레스덴,,,51.1333,13.75,230,,,,
10490,2002-04-15,,DOBERLUG-KIRCHHAIN,,,51.65,13.5833,97,,,,
10495,2002-04-15,,HOYERSWERDA,,,51.45,14.25,116,,,,
10496,2002-04-15,,COTTBUS,,,51.7833,14.3167,69,,,,
10499,2002-04-15,,GOERLITZ,,,51.1667,14.95,237,,,,
10505,2002-04-15,,BONN-HANGELAR,,,50.7667,7.1667,60,,,,
10506,2002-04-15,,NUERBURG-BARWEILER,,,50.35,6.8667,485,,,,
10513,2002-04-15,,쾰른,,,50.8667,7.1667,91,,,,
10519,2002-04-15,,BONN-ROLEBER,,,50.7333,7.2,159,,,,
10526,2002-04-15,,BAD MARIENBERG,,,50.6667,7.9667,547,,,,
10532,2002-04-15,,GIESSEN,,,50.5833,8.7,186,,,,
10534,2002-04-15,,HOHERODSKOPF-VOGELSBERG,,,50.5167,9.2167,743,,,,
10540,2002-04-15,,EISENACH,,,51,10.3667,312,,,,
10542,2002-04-15,,BAD HERSFELD,,,50.85,9.7333,273,,,,
10544,2002-04-15,,WASSERKUPPE,,,50.5,9.95,921,,,,
10548,2002-04-15,,MEININGEN,,,50.5667,10.3833,450,,,,
10552,2002-04-15,,SCHMUECKE,,,50.65,10.7667,937,,,,
10554,2002-04-15,,ERFURT-BINDERSLEBEN,,,50.9833,10.9667,315,,,,
10557,2002-04-15,,NEUHAUS A.R.,,,50.5,11.1333,845,,,,
10564,2002-04-15,,SCHLEIZ,,,50.5667,11.8167,501,,,,
10565,2002-04-15,,OSTERFELD,,,51.0833,11.9333,262,,,,
10567,2002-04-15,,GERA-LEUMNITZ,,,50.8833,12.1333,311,,,,
10569,2002-04-15,,PLAUEN,,,50.4833,12.1333,386,,,,
